Contract ID,Customer,Annual Premium
G200739,"Thompson, Robinson and Carson",316809.43
G200740,Ethan Murphy,97738.69
G200741,"Lewis, Cameron and Jackson",391501.99
G200742,Steven Wilson,393282.74
G200743,"Allen, Walker and Curtis",315372.64
G200744,Harrington Inc,178848.49
G200745,Fleming Ltd,368386.02
G200746,Leslie Roth,245910.9
G200747,Smith-Gardner,213632.88
G200748,"Cook, Vasquez and Harrison",132256.6
G200749,"Li, Graham and Walker",336718.95
G200750,Kathryn Kirk,181606.87
G200751,Donald Wilson,253158.77
G200752,Ochoa-Murillo,165309.57
G200753,Anderson-Camacho,118146.66
G200754,Williamson-Parsons,4016.8
G200755,Fowler-Miles,200053.37
G200756,"Hamilton, Morrison and Griffin",311640.43
G200757,Ian Holmes,495277.28
G200758,Robbins PLC,174247.19
G200759,Amanda Johnson,328057.51
G200760,Singleton-Powell,109492.98
G200761,"Anderson, Briggs and Dixon",20958.75
G200762,Price-Kim,244454.71
G200763,Mendez LLC,287529.07
G200764,Alexandra Robertson,452663.4
G200765,Smith-Howell,190067.08
G200766,Taylor PLC,182194.13
G200767,Williams Ltd,57903.43
G200768,"Sims, Price and Kirk",44969.62
G200769,Tanya Fisher,282326.84
G200770,"Roach, Simmons and Simmons",341340.6
G200771,Ian Smith,320972.68
G200772,"Robertson, Smith and Richards",398966.89
G200773,Ray-Martin,257421.57
G200774,Regina Jacobs,194828.3
G200775,Smith Group,82410.01
G200776,Samantha Alexander,362194.1
G200777,Matthew Foley,425045.37
G200778,Sandra Oconnell,302436.19
G200779,Simmons Inc,207685.69
G200780,Griffith Ltd,469761.7
G200781,"Campbell, Cole and Murray",130439.1
G200782,Wilson Group,225659.31
G200783,Woods-Haney,319318.7
G200784,"Harris, Anderson and Fitzpatrick",431378.94
G200785,Cross and Sons,353518.01
G200786,"Haley, Martin and Williams",185408.8
G200787,"Jarvis, Parker and Thomas",107334.54
G200788,"Serrano, Bradley and Christensen",60514.71
G200789,Thomas LLC,158061.74
G200790,Jonathan Moore,331096.83
G200791,Robin Caldwell,444734.26
G200792,"Soto, Tyler and Fowler",159399.9
G200793,"Calderon, Price and Lane",491462.49
G200794,"Oliver, Fuller and York",493853.09
G200795,Anderson LLC,304324.26
G200796,Cannon-Jackson,21240.14
G200797,Alex Soto,318321.94
G200798,"Marshall, Davis and Price",24893.53
G200799,Holt and Sons,198699.97
G200800,Travis Vasquez,477868.83
G200801,Grimes Group,130669.28
G200802,Shelton PLC,103212.3
G200803,White-Willis,193422.26
G200804,Eric Solis,157609.47
G200805,Oscar Miller,343238.13
G200806,Thompson-Blair,343067.98
G200807,Isaac Warren,12566.4
G200808,Reyes LLC,252808.62
G200809,"Bush, Perez and Jacobs",448178.33
G200810,"Anderson, Elliott and Davis",465811.95
G200811,Avila Ltd,112252.3
G200812,Young-Huerta,303040.12
G200813,Gillespie-Carroll,17811.46
G200814,Kline-Hanson,367628.42
G200815,Gregory Vasquez,414196.4
G200816,"Cunningham, Rios and Martin",82276.92
G200817,"Monroe, Butler and Stone",360844.86
G200818,Obrien-Hess,436599.8
G200819,"Foster, Robinson and Randolph",265605.52
G200820,Harper Group,453864.41
G200821,Jacobs and Sons,112610.37
G200822,Porter-Kelly,269785.54
G200823,"Johns, Ramsey and Owen",113814.38
G200824,Meyer-Burns,416771.24
G200825,Waller LLC,17408.57
G200826,"Miller, Moore and Ellis",148521.75
G200827,Paula Castro,48206.68
G200828,Wesley Morris,178845.96
G200829,Cantu Inc,124136.88
G200830,Mr. Robert Luna,348973.6
G200831,Jessica Giles,204968.66
G200832,"Campbell, Perez and Miller",102976.76
G200833,George Spencer,21930.56
G200834,Ford Ltd,388360.67
G200835,Nathan Harding,10999.28
G200836,Love-Vance,343337.75
G200837,"Harris, Larsen and Roberts",211836.86
G200838,Ramirez Group,85067.85
G200839,Mckay-Lindsey,86696.31
G200840,Crawford-Blankenship,247676.98
G200841,Rebecca Tran,309866.36
G200842,Alvarez PLC,461647.31
G200843,Renee Jones,249913.29
G200844,Jimenez and Sons,476832.68
G200845,"Martinez, Rocha and Clark",83695.44
G200846,Kelly LLC,29138.37
G200847,Lee Lynch,392966.84
G200848,Danny Munoz,309418.87
G200849,Hill LLC,219242.7
G200850,Williams-Grimes,470969.76
G200851,Jacob Bright,406163.16
G200852,Jamie Fischer,413800.66
G200853,Ramirez PLC,475176.52
G200854,"Thomas, Johnson and Hanson",219794.29
G200855,Christina Martinez,469084.83
G200856,Ochoa LLC,95894.57
G200857,Diamond Garrett,211562.5
G200858,Hannah Arnold,312033.21
G200859,"Bradley, Cortez and Fleming",429899.34
G200860,"Smith, Bonilla and Cobb",430566.28
G200861,Ramsey-Gonzalez,392922.81
G200862,David Reyes,340427.79
G200863,Lowe-Scott,388018.57
G200864,Hernandez-Jones,478042.73
G200865,"Davis, Fischer and Hansen",123960.78
G200866,Amanda Hunt,417359.19
G200867,"Mckenzie, Rodriguez and Ferguson",234212.24
G200868,Aaron Brown,477895.44
G200869,Esparza Inc,244368.06
G200870,Robertson Ltd,296622.76
G200871,"Harper, Jennings and Davis",386369.54
G200872,"Berry, Powell and Diaz",133780.58
G200873,Hall-Guzman,79114.96
G200874,Green-Moore,408207.44
G200875,"Parks, Watson and Yang",56303.27
G200876,Christina Chan,221707.35
G200877,Charles Ltd,234135.89
G200878,Eric Johnson,221430.58
G200879,Johnson-Stewart,304069.35
G200880,"Wilson, Edwards and Rivera",214917.28
G200881,"Stafford, Martinez and Villa",295285.36
G200882,Mitchell Russell,77247.61
G200883,Robert Hood,133283.83
G200884,"Johnson, Berry and Hill",494170.95
G200885,Silva Group,130504.12
G200886,"Gamble, Long and Morgan",369995.2
G200887,Wyatt-Lewis,221524.51
G200888,Cynthia Acosta,65972.57
G200889,Norris Inc,239040.73
G200890,Dunlap Group,201858.29
G200891,"Hensley, Barnes and Lee",14558.38
G200892,Mcdaniel PLC,79614.1
G200893,Susan Peterson,264847.44
G200894,Ward PLC,426733.68
G200895,James Jimenez,344474.84
G200896,Lori White,121950.94
G200897,"Walters, Blackwell and Bird",212347.79
G200898,"Garner, Singh and Hebert",184011.93
G200899,Dr. Andrea Adkins MD,51065.29
G200900,Maria Howe,349687.95
G200901,"Morris, Reynolds and Jones",175546.13
G200902,Foley-Ochoa,414577.71
G200903,Carter-Johnson,127567.33
G200904,Steven Andrews,350513.95
G200905,Thomas Rubio,308816.89
G200906,Travis-Mcbride,424637.75
G200907,Nelson and Sons,310592.55
G200908,Mary Brown,109817.54
G200909,Joshua Robinson,413009.13
G200910,Pena-Jones,482076.6
G200911,"Waters, Taylor and Tran",121315.61
G200912,Renee Terry,121789.78
G200913,Michael Carter,50853.34
G200914,Thomas-Taylor,445250.83
G200915,William Robinson,289984.57
G200916,Robert Wells,405912.52
G200917,Martinez PLC,231466.58
G200918,Dawn Stewart,358918.55
G200919,Melanie Simpson,368191.32
G200920,Lawson Ltd,422403.4
G200921,"Gordon, Harrell and Hamilton",179404.11
G200922,Patrick Garcia,104599.53
G200923,Carla Wallace,214844.74
G200924,Patricia Ward,336710.24
G200925,Jordan Carson,277105.54
G200926,"Stevens, Williams and Roman",77486.09
G200927,Hurst-Santiago,265726.74
G200928,Martin PLC,235857.43
G200929,James Martin,317841.8
G200930,Michael Olson,493414.75
G200931,Graves-Chen,224785.08
G200932,Hardy Group,341834.91
G200933,"Cooper, Cooke and Johnson",256886.74
G200934,Ms. Samantha Smith,218244.19
G200935,Hamilton-Collier,5835.33
G200936,"Wheeler, Flowers and Adams",63813.51
G200937,"Marsh, Banks and Garcia",48241.48
G200938,Mary Conrad,495590.88
G200939,Shepherd-Tapia,88429.95
G200940,Carolyn Jackson,461944.55
G200941,"Hill, Merritt and Scott",47259.84
G200942,Gomez Ltd,302335.23
G200943,"Grimes, Peterson and Reese",117685.05
G200944,Beltran-Nichols,244621.51
G200945,Singh LLC,382758.59
G200946,Murphy Inc,119546.65
G200947,"Davidson, Taylor and Mason",476089.47
G200948,Young Group,382282.14
G200949,Stephenson-Pope,492691.55
G200950,King PLC,468857.73
G200951,Helen Smith,86828.09
G200952,Fleming Inc,457172.48
G200953,Morris-Liu,218733.92
G200954,Johnson-Glover,49951.6
G200955,Sheppard-Reilly,396730.89
G200956,"Hoffman, Beasley and Bailey",115292.33
G200957,Joshua Torres,115424.21
G200958,Black-Martin,447932.85
G200959,Shepherd-Nash,67540.06
G200960,"Davis, Anthony and Evans",72759.51
G200961,Franklin and Sons,86922.6
G200962,Herrera and Sons,428117.94
G200963,Edward Fuller,180414.89
G200964,"Dickerson, Freeman and Romero",477800.49
G200965,"Johnston, Allen and Morgan",172485.82
G200966,Lozano-Rodriguez,359809.28
G200967,Collins-Moran,382681.78
G200968,James Holt,214283.89
G200969,Robinson Inc,237636.96
G200970,Jonathan Daniels,393751.85
G200971,"Forbes, Barajas and Harris",93741.57
G200972,Sanchez-Sanchez,279963.52
G200973,Anderson-Costa,266041.88
G200974,Smith-Reese,20490.72
G200975,Thomas Love,95042.01
G200976,Allen Hall,485500.1
G200977,Taylor-Carter,348851.55
G200978,Kristen Jenkins,220026.95
G200979,Jennings-Young,379502.23
G200980,Black LLC,492365.33
G200981,"Long, Carey and Williams",288720.6
G200982,Baker-Jefferson,460945.82
G200983,Elizabeth Lee,401997.72
G200984,Daniel Kennedy,431975.49
G200985,Angela Smith,493865.33
G200986,Ashley Kline,64457.48
G200987,Ashley Saunders,139276.9
G200988,King and Sons,162910.86
G200989,Gibson-Taylor,170571.19
G200990,Booth Group,453847.05
G200991,Sparks-Gardner,304844.37
G200992,"Brown, George and Garcia",492304.55
G200993,Torres Inc,37983.42
G200994,Robert Underwood,259808.7
G200995,Marie French,183604.32
G200996,"Munoz, Hill and Petersen",495083.73
G200997,"Bennett, Johnson and Sanders",9137.21
G200998,Pamela Marsh,120739.44
G200999,Myers-Kennedy,131805.1
G201000,Brooks-Thomas,475560.92
G201001,Brian Harrell,319703.59
G201002,"Lozano, Long and Ray",403019.89
G201003,Stephanie Reed,364376.61
G201004,Floyd-Rodriguez,30947.75
G201005,"Miller, Schroeder and Sanchez",165680.67
G201006,Abigail Smith,295678.07
G201007,Laura Lee,497011.74
G201008,Jared Mueller,359367.64
G201009,Marshall-Johnson,361557.96
G201010,"Morris, Ward and Watson",12411.74
G201011,Lopez-Rice,285285.73
G201012,Anderson Ltd,482247.85
G201013,Suarez-Bolton,243878.39
G201014,Bowen Group,6830.22
G201015,Reynolds-Brewer,321428.82
G201016,Leonard Pierce,28755.57
G201017,"Alvarez, Cook and Adams",7020.61
G201018,Oliver-Potts,291947.78
G201019,Tricia Cherry,222909.4
G201020,"Kelley, Chapman and Torres",16763.12
G201021,Anthony Nichols,432430.18
G201022,Baker Ltd,70351.77
G201023,Travis Kline,470133.76
G201024,Kristen Morris,330148.67
G201025,"Lopez, Greene and Cox",393631.13
G201026,Harvey-Tran,121058.99
G201027,David Hudson,197800.69
G201028,Andrews-Holland,358401.35
G201029,Haley and Sons,436798.5
G201030,Ryan Riggs,436506.16
G201031,Jeremy Smith,270706.76
G201032,Kenneth Diaz,77949.82
G201033,Andrew Smith,233891.26
G201034,Willie Wright,52207.79
G201035,Joshua Woodard,29527.96
G201036,Soto-Zamora,172592.47
G201037,Summers-Phillips,381680.25
G201038,"Mcfarland, Guzman and Castro",281704.24
G201039,Angela Brown,26314.68
G201040,Ann Mccormick,453794.27
G201041,Jason Payne,294746.59
G201042,"Reyes, Moore and Larson",109967.11
G201043,"Ewing, Kirby and Rivers",107197.49
G201044,Medina Ltd,31427.31
G201045,"Mills, Clark and Burton",159336.78
G201046,Taylor Ltd,326696.83
G201047,Donna Mendez,360290.76
G201048,"Preston, Bailey and Whitaker",109817.43
G201049,"Johnson, Mcmillan and Gonzalez",24155.55
G201050,"Gregory, Johnson and Wolfe",464096.11
G201051,"Guzman, Johnson and Conley",443980.03
G201052,Lindsey-Rhodes,141219.45
G201053,Fowler-Johnson,407339.5
G201054,Meyer-Moon,300365.36
G201055,Janet Wilson,278034.52
G201056,Dorothy Jenkins,385587.36
G201057,"Parker, May and Henderson",332141.47
G201058,Bennett PLC,330643.37
G201059,Dawn Bailey,415207.07
G201060,Hampton Ltd,338962.27
G201061,Riddle-Wilson,444717.5
G201062,Campbell-Taylor,350050.0
G201063,King Ltd,307603.76
G201064,Davis-Alexander,18479.55
G201065,"Taylor, Clark and Pittman",318165.88
G201066,"Martinez, Smith and Yates",121955.43
G201067,Roth-Lewis,56438.79
G201068,Johnson PLC,325811.49
G201069,John Lewis,232765.88
G201070,"Barnes, Castillo and Herrera",282043.13
G201071,"Thomas, Riley and Mills",402765.26
G201072,Bell Group,467629.45
G201073,Kenneth Decker,79263.28
G201074,Moore-Graves,401882.84
G201075,Emily Evans,439600.68
G201076,Smith-Morton,420370.31
G201077,Curtis-Willis,78071.74
G201078,Wendy Day,449961.61
G201079,Thompson and Sons,146310.56
G201080,"Galvan, Chan and Johnson",475773.23
G201081,Peterson Ltd,164544.19
G201082,Brian Doyle,65557.59
G201083,Rhonda Cline,381358.52
G201084,"Werner, Colon and Ortega",233134.81
G201085,Kennedy and Sons,25180.24
G201086,Leonard-Hicks,385718.73
G201087,"Bean, Montgomery and Hammond",115828.76
G201088,Nicholas Liu,289488.61
G201089,"Osborne, Stevenson and Charles",262885.85
G201090,Gray Inc,131583.04
G201091,"Duran, Conner and Garrett",359368.76
G201092,Mccoy-Ferguson,495143.38
G201093,Graves-Rice,154541.42
G201094,David Armstrong,145306.1
G201095,Garrett Frazier,257766.2
G201096,"Shannon, Keller and Potts",389064.25
G201097,"Walker, Bryan and Berger",200754.17
G201098,"Henson, Lynch and Hunter",326735.08
G201099,"Kirby, Moreno and Barnes",21685.56
G201100,Gray-Smith,426076.01
G201101,"Johnson, Rice and Copeland",311067.46
G201102,Smith-Coleman,424399.29
G201103,"Cordova, Moss and Rose",324872.96
G201104,Derrick Cox,299296.43
G201105,Smith-Lloyd,36015.64
G201106,Mason-Chambers,279352.39
G201107,Bishop-Wright,44082.27
G201108,Stanley Ltd,344687.1
G201109,Cindy White,363657.56
G201110,Jorge Moore,375715.87
G201111,"Miller, Flores and Case",125705.76
G201112,Diaz-Jones,410874.76
G201113,Hoover-Manning,192276.83
G201114,"Gordon, Fernandez and Wells",258873.55
G201115,"Hernandez, Walsh and Finley",444185.53
G201116,"Hoffman, Dixon and Livingston",424571.11
G201117,Fisher-Rowe,244827.01
G201118,Rogers Inc,82860.23
G201119,Weiss and Sons,61070.1
G201120,Underwood-Munoz,149870.46
G201121,Connie Kirby,391305.46
G201122,Vasquez-Gallagher,497986.39
G201123,"Hall, Maldonado and Patterson",338826.33
G201124,"Mcgee, Yu and Mason",293753.83
G201125,Williamson-Simon,124337.31
G201126,"Romero, Green and Brown",327818.42
G201127,Johnson Group,232536.67
G201128,Long Inc,264471.84
G201129,Williams-Allen,317841.74
G201130,Lewis-Conner,337513.89
G201131,Danielle Weiss,396451.22
G201132,Olson Group,193946.23
G201133,Jones-Adams,239227.16
G201134,Johnson and Sons,352460.2
G201135,"Campbell, Hill and Atkinson",103458.48
G201136,"Henderson, Gonzalez and Brown",336574.88
G201137,Curtis Ltd,75054.95
G201138,Alicia Roberts,467269.52
G201139,Whitaker Group,371610.57
G201140,Guerra-Dennis,269807.83
G201141,Malone Ltd,347878.64
G201142,Edward Mckinney,237007.15
G201143,Jamie Munoz,66941.56
G201144,Bell-Roach,455389.04
G201145,Sheena Clark,66567.49
G201146,Ochoa Ltd,412595.08
G201147,"Payne, Smith and Gonzalez",414668.0
G201148,Williams PLC,118563.36
G201149,Jeffrey Diaz,461754.11
G201150,"Charles, Donaldson and Schultz",218742.99
G201151,Perez Ltd,307039.46
G201152,Christopher Smith,85159.21
G201153,Krause-Miller,8863.28
G201154,"Murray, Martin and Hester",362958.06
G201155,Misty Hanson,402409.84
G201156,Taylor-Baker,86901.46
G201157,"Mercado, Casey and Francis",223619.99
G201158,Cooper-Calderon,236806.69
G201159,Megan Oneal,273664.28
G201160,Bates-Morales,191008.68
G201161,Johnson-Marsh,247153.48
G201162,Cantu Group,383580.71
G201163,"Vance, Taylor and Cowan",474242.4
G201164,Weaver PLC,80268.56
G201165,Bradford PLC,83936.47
G201166,Curtis-Cox,360594.9
G201167,Elizabeth Cooke,265415.37
G201168,Luna PLC,209900.73
G201169,Tommy Ross,99104.54
G201170,Michael Simmons,392789.93
G201171,Hicks Ltd,164985.8
G201172,"Franklin, Fowler and Jones",441787.54
G201173,Collins PLC,415520.5
G201174,Floyd-Ross,496566.41
G201175,Benton Inc,200719.93
G201176,"Adams, Livingston and Carter",246752.34
G201177,"Soto, Armstrong and Figueroa",406403.77
G201178,Catherine Wagner,485298.64
G201179,Snow-Hudson,73591.5
G201180,Ingram-Marshall,201890.91
G201181,Alvarado LLC,368064.17
G201182,Nathan Stein,307588.18
G201183,Abbott-Decker,152484.85
G201184,Knox and Sons,149340.78
G201185,"Sanchez, Le and Johnston",325296.94
G201186,Krystal Bailey,235678.18
G201187,Rose-Bates,172873.81
G201188,Hall Group,120590.98
G201189,"Long, Steele and Cohen",281103.77
G201190,Duke-Pena,202520.74
G201191,White-Wiggins,280366.09
G201192,Johnson-Orr,171045.9
G201193,Lauren Sampson,5196.27
G201194,"Johnson, Mason and Murphy",145494.33
G201195,Reynolds Inc,34631.68
G201196,Mays-Coleman,381943.05
G201197,Brandon Roberts,104197.14
G201198,"Schmidt, Mahoney and Farmer",47633.91
G201199,Stephens-Hughes,168479.31
G201200,Taylor Hodge,498683.68
G201201,"Tran, Hughes and Ray",73915.54
G201202,Mary Miller,9442.92
G201203,"Clark, Miller and Rivas",76678.73
G201204,Joshua Rivera,257112.11
G201205,Cassandra Hoover,106076.72
G201206,"Lane, Gross and Powell",226039.03
G201207,"Morgan, Johnson and Shields",312040.22
G201208,Leon Ltd,363825.55
G201209,Peterson Group,176910.85
G201210,Philip Black,483221.3
G201211,Padilla-Anderson,254522.92
G201212,Barrett-Holt,10385.76
G201213,Farmer PLC,17085.87
G201214,Short-Hughes,302987.53
G201215,"Hill, Sharp and Larson",70661.5
G201216,Ball-Bruce,411793.43
G201217,Wallace-Brown,45627.3
G201218,Amber Mullen,123831.69
G201219,"Alexander, Dean and Thompson",296294.69
G201220,Butler-Lopez,154817.18
G201221,Bray Ltd,411503.44
G201222,Morgan Jacobs,311385.91
G201223,"Bennett, Bruce and Adams",124760.29
G201224,Williams and Sons,117040.55
G201225,Palmer PLC,248428.68
G201226,"Shepard, Gonzales and Dudley",405419.63
G201227,"Taylor, Wilcox and Fletcher",220358.65
G201228,Michelle Nguyen,197337.31
G201229,"Hughes, Alvarez and Reeves",484258.45
G201230,"Carr, Lewis and Gonzales",113573.0
G201231,Susan Powell,379734.6
G201232,Margaret Taylor,55180.94
G201233,Herrera LLC,127999.93
G201234,Nielsen-Chan,49356.99
G201235,Hannah Thomas,246368.89
G201236,Dr. Troy Sims Jr.,420219.71
G201237,Murray-Stewart,145828.02
G201238,West Ltd,110378.06
G201239,"Walter, Moore and Tucker",497086.79
G201240,Richard Decker,387545.73
G201241,Kimberly Underwood,309714.03
G201242,Nancy Acevedo,61845.68
G201243,Alvarado LLC,185248.43
G201244,Jones-Baker,337819.64
G201245,"Mcgee, Hale and Bailey",440246.15
G201246,Graves Ltd,353709.45
G201247,David Conner,113970.99
G201248,"Olsen, Booth and Bailey",163773.9
G201249,Adam Brady,82158.87
G201250,Gordon-Fowler,142237.41
G201251,"Baker, Medina and Nichols",282920.04
G201252,James Butler,83510.91
G201253,Jason Terrell,275555.45
G201254,Gonzalez LLC,240490.26
G201255,"Pittman, Mendez and Fitzgerald",74580.49
G201256,Michael Robinson,412849.79
G201257,"Brown, Dudley and Wise",416174.26
G201258,Murphy-Shaffer,328944.15
G201259,Berry-Wong,470111.02
G201260,"Anderson, Martinez and Cox",74161.56
G201261,Johnson LLC,49604.12
G201262,Holly Smith,130341.64
G201263,Roberts-Hull,466729.28
G201264,Emily Gonzalez,76955.21
G201265,Cynthia Lowery,376301.2
G201266,"Palmer, Burns and Bates",214351.61
G201267,Jones Group,333505.63
G201268,Cruz-Quinn,491681.9
G201269,Wheeler Ltd,97623.92
G201270,Allison Moran,146272.62
G201271,Gary Shaw,470514.6
G201272,Felicia Harrison,409422.07
G201273,"Mccann, Manning and Johnson",135316.71
G201274,Bennett LLC,97991.52
G201275,Nicholas Ellis,102812.36
G201276,Mclaughlin-Smith,344226.64
G201277,Harry Moore,244771.57
G201278,Robertson Group,423165.18
G201279,"Griffin, Thomas and Miller",495998.39
G201280,Mcclure-Owens,247286.84
G201281,Peggy Hopkins,389638.51
G201282,"Kelly, Reid and Martinez",473609.11
G201283,Stephens-Mcmahon,260451.06
G201284,Maureen Berry,90505.79
G201285,Williams Inc,255607.22
G201286,Misty Martinez,458734.76
G201287,"Valencia, Duran and Evans",158348.64
G201288,Morris Ltd,363069.05
G201289,Rose Ltd,151368.68
G201290,"Lewis, Hobbs and Rogers",444986.26
G201291,Mathis LLC,110724.05
G201292,Gilbert-White,417331.48
G201293,Jennifer Reed,412367.36
G201294,Holland-Moran,121488.17
G201295,Cole-Molina,10240.82
G201296,Blair-Rose,384766.31
G201297,"Freeman, Cox and Brennan",141854.23
G201298,Corey Wilson,140484.35
G201299,Larson LLC,48059.79
G201300,"Jones, Barker and Murphy",6768.51
G201301,Desiree York,265084.23
G201302,"Mejia, Vasquez and Byrd",162441.01
