Policy No,Client Name,Premium
L100804,Kenneth Hill,109833.3
L100805,Linda Meyer,47073.97
L100806,Sydney Simmons,210419.67
L100807,Erica Hill,36060.19
L100808,Alexander Winters,159604.4
L100809,Lauren Rodriguez,233517.33
L100810,Christie Beltran,168689.79
L100811,Veronica Kemp,36614.88
L100812,Linda Barajas,168410.07
L100813,Steven Booth,90877.45
L100814,Vicki Grant,168084.08
L100815,Katie Smith,215762.59
L100816,Jennifer Roberts,137745.92
L100817,Ryan Mclaughlin,104537.92
L100818,Joshua Dodson,164888.62
L100819,Laura Lucas,29438.68
L100820,Justin Burns,141319.74
L100821,Jason Murray,151345.14
L100822,Emily Rangel,90236.24
L100823,Sara Warren,179348.64
L100824,Courtney Davidson,191561.67
L100825,Amanda Padilla,45069.46
L100826,Elizabeth Lara,160168.83
L100827,Rachel King,209806.57
L100828,Ernest Villanueva,63691.28
L100829,Wendy Cruz,74579.29
L100830,Tracy Fox,147275.68
L100831,Brett Bradley,172588.47
L100832,Amanda Richardson,10791.17
L100833,Maria Ponce,192800.2
L100834,Erik Meyer,165660.49
L100835,Daniel Palmer,55099.22
L100836,Bobby Lopez,181431.92
L100837,Teresa Lee,118232.28
L100838,Martin Williams,5723.12
L100839,Connie Spencer,103496.34
L100840,John Moss,70254.98
L100841,Isaiah Combs,86078.6
L100842,Adrian Madden,119020.17
L100843,Rachel Shah,102954.76
L100844,Jamie Anderson,165842.88
L100845,Jason Holmes,215892.58
L100846,Jeremy Barker,61211.89
L100847,Cynthia Mclean,53739.44
L100848,Denise Allen,156488.32
L100849,Tyrone Jackson,135180.38
L100850,Colleen Moreno,109627.24
L100851,Anthony Montes,217927.71
L100852,Zoe Blake,232606.99
L100853,Edward Harris,177243.03
L100854,Dennis Graham,80837.61
L100855,Jonathan Moore,197699.03
L100856,Chelsey Lucero,156648.95
L100857,Dawn Ryan,63531.74
L100858,Nicole Henderson,47757.56
L100859,Jennifer Jones,121467.58
L100860,Heather Mcdaniel,102551.11
L100861,Diane Young,232992.17
L100862,Cynthia Jones,26062.82
L100863,Nicole Lopez,55378.39
L100864,Matthew Rice,181231.87
L100865,Robert Horn,82690.25
L100866,Frank Elliott,158979.29
L100867,Maria Pitts,110653.57
L100868,Derek Moss,231888.02
L100869,Rebecca Wilson,239972.69
L100870,Jason Williams,245435.91
L100871,Shannon Wiley,143246.51
L100872,Dave Smith,247668.63
L100873,Joshua Herrera,228813.27
L100874,Jessica Butler,62712.45
L100875,Scott Gray,150578.77
L100876,Shelley Castaneda,203730.51
L100877,Mr. Terry Carter,167164.92
L100878,Amanda Wilson,211782.24
L100879,William Miller,191763.01
L100880,Tara Mendez,211996.02
L100881,Frank Park,20780.87
L100882,David Wolf,249219.14
L100883,Ryan Thompson,200550.26
L100884,Mary Jennings,237650.09
L100885,Alan Kerr,102508.15
L100886,Anna Clark,69409.72
L100887,Jason Deleon,95170.63
L100888,Pamela Reed,25965.92
L100889,Paula Bowman,183236.07
L100890,Heather Walsh,32256.74
L100891,Valerie Watkins,169848.0
L100892,Hannah Smith,88811.62
L100893,Amanda Juarez,159733.88
L100894,Ryan Gilmore,36984.51
L100895,Paul Edwards,153981.41
L100896,Donald Kelly,74335.37
L100897,Evan Ramos,95757.21
L100898,Laurie Ingram,53728.06
L100899,Rebecca Lamb MD,191408.08
L100900,Jeffrey Clark,162597.24
L100901,Alejandro Robinson,135415.67
L100902,Alexandra Russell,133602.75
L100903,Matthew Williams,91757.79
L100904,Christopher Murphy,212297.14
L100905,Ronald Foley,51131.25
L100906,Mark Gonzalez,183056.02
L100907,Daniel Hudson,62697.68
L100908,Barry Miller,22548.5
L100909,Mary Thompson,82206.2
L100910,Brittany Richards,70565.45
L100911,Austin Mitchell,160762.23
L100912,Theresa Neal,82555.43
L100913,Teresa Anderson,21746.66
L100914,Jose Delgado,118632.94
L100915,Ashley Mason,152973.92
L100916,Colleen Marshall,106693.71
L100917,Leslie Moody,148963.24
L100918,Chad King,140876.21
L100919,Jordan Webb,196664.17
L100920,David Williams,182047.29
L100921,Lisa Pearson,186567.45
L100922,Christian Monroe,85094.71
L100923,Sherry Browning,203467.96
L100924,Lisa Boone,23744.52
L100925,Kirsten Leblanc,120311.77
L100926,Jennifer Wells,22183.45
L100927,Colin Clark,65120.05
L100928,Ruth Wilson,13955.16
L100929,Amber Cordova,153870.7
L100930,Brittany Strong,187466.01
L100931,Amanda Christensen,163858.51
L100932,Paul Simmons,192805.49
L100933,Tyler Barton,77192.58
L100934,Rebecca Harrison,147340.41
L100935,Kenneth Jackson,76700.07
L100936,Pamela Flores,231410.74
L100937,Stephen Patel,141413.96
L100938,Eric Rosales,184394.07
L100939,Anna Thompson,175352.91
L100940,Carrie Brennan,150445.69
L100941,Sierra Williams,36405.27
L100942,Tracy Patel,179441.22
L100943,Kristen Fowler,129544.69
L100944,Barbara Hale,103674.87
L100945,Frederick Singleton,178205.96
L100946,Andrea Ramirez,163826.66
L100947,Teresa Andrade,111433.85
L100948,Tyler Gilbert,194595.92
L100949,Christian Franco,76263.09
L100950,Steven Cole,48054.02
L100951,Joshua Lewis,119505.51
L100952,Donald Castro,181070.2
L100953,Daniel Black,125053.27
L100954,Justin Browning,102012.8
L100955,Christina Jones,228351.79
L100956,John Saunders,176566.55
L100957,Christopher Mitchell,185444.02
L100958,Dr. Kevin Mueller,216016.9
L100959,Monica Moore,33017.64
L100960,Susan Berger,35155.62
L100961,James Bryant,173847.64
L100962,Frank Swanson,131202.78
L100963,Kelly Robinson,213180.98
L100964,Chase Chambers,215874.37
L100965,Ashley Moore,154824.86
L100966,Valerie Payne,77177.48
L100967,Jason Walter,44063.82
L100968,Victoria Kerr,144468.3
L100969,Lauren Dominguez,93115.79
L100970,Mary Moyer,183148.48
L100971,Scott Pugh,167612.15
L100972,Tyler Miller,30560.65
L100973,Robert Johnson,118381.42
L100974,Frank Romero,167492.29
L100975,Sarah Lee,206783.4
L100976,Scott Schroeder,145230.95
L100977,Cheryl Oliver,84769.86
L100978,Kevin Watson,125508.31
L100979,John Holloway,157329.08
L100980,Julie Bennett,233265.35
L100981,Crystal Wall,30724.78
L100982,Tanya Thomas,141239.58
L100983,Bradley Black,97917.13
L100984,James Douglas,11619.02
L100985,Matthew Ray,19026.82
L100986,Kenneth Johnson,56364.5
L100987,William Duncan,33898.52
L100988,Olivia Murphy,91891.86
L100989,Billy Kirby,201562.51
L100990,Alicia Smith,187513.39
L100991,Charles Crane,132897.06
L100992,Rebecca Howell,98410.69
L100993,Kim Stevens,103245.68
L100994,Katrina Cline,158455.37
L100995,Maureen Marshall,76179.42
L100996,Kimberly Mathews,144516.55
L100997,Megan Smith,223876.01
L100998,William Brown,189402.56
L100999,Michele Hebert,197389.89
L101000,Dr. Donald Miller DDS,86701.48
L101001,Dr. Joshua Thomas PhD,118309.48
L101002,Judith Martinez,83268.15
L101003,Andrew Barajas,65198.98
L101004,Troy Zuniga,224437.33
L101005,Joseph Silva,116871.51
L101006,Lauren Carlson,148002.86
L101007,Ricky King,72176.48
L101008,Joel Esparza,121453.66
L101009,Seth Morrison,162409.06
L101010,Jessica Jones,156109.82
L101011,Joseph Hamilton,59097.3
L101012,Michael Casey,6878.16
L101013,Leah Quinn,87343.85
L101014,Lori Cook,226669.69
L101015,Rebecca Bender,218129.45
L101016,Jared Wright,21437.07
L101017,Lauren Mclaughlin,70907.95
L101018,Tina Beck,75342.29
L101019,Erin Fisher,29329.63
L101020,Michael Clark,117841.84
L101021,John Andrews II,209111.49
L101022,Stacey Tyler,183157.23
L101023,Mr. Michael Salinas,19112.8
L101024,Kelly Barnes,50657.82
L101025,Erica Hall,128447.11
L101026,Martha Johnson,48644.5
L101027,Brandon Ortiz,90611.87
L101028,Brendan Kramer,229277.5
L101029,Michael Bates,175432.85
L101030,Austin Rodriguez,204408.0
L101031,Mark Riddle,229329.12
L101032,Lisa Garcia,43950.38
L101033,Maria Roberson,65386.33
L101034,Jesse Moore,76990.36
L101035,Jennifer Miller DVM,9429.67
L101036,Timothy Chang,162794.03
L101037,Noah Howard,233036.15
L101038,Robin Fleming,99542.01
L101039,Cynthia Luna,139130.89
L101040,Robyn Manning,6091.31
L101041,Jamie Stewart,158170.18
L101042,Christopher Russell,78840.54
L101043,Christopher Mcdaniel,52543.89
L101044,Mary Williams,231918.17
L101045,William Garcia,142205.03
L101046,Michael Owens,180405.59
L101047,Thomas Ramos,22836.18
L101048,Deborah Griffith,134017.98
L101049,Rachel Miller,165429.27
L101050,Pamela Taylor,111664.76
L101051,Jeremy Bush,30982.4
L101052,Mark Mcgee,140893.24
L101053,Donna Dominguez,36977.91
L101054,Jessica Cook,46301.17
L101055,Dr. Jocelyn Miller,16256.78
L101056,David Shah MD,17365.74
L101057,Todd Adams,159502.57
L101058,Brenda Johnson,148761.09
L101059,Edward Walsh,151157.04
L101060,Lawrence White,221205.4
L101061,Eric Robinson,122560.12
L101062,Rhonda Doyle,147123.7
L101063,Victor Hawkins,223718.02
L101064,Luis Baker,32363.49
L101065,Roberto Nelson,75532.75
L101066,Dennis George,201326.38
L101067,Jonathan Jones,7516.24
L101068,Samuel Simmons,70173.07
L101069,John Peterson,137640.83
L101070,Courtney Thomas,140571.18
L101071,Derrick Meyer,108683.58
L101072,Christopher Baird,35607.0
L101073,Patricia Sanchez,219738.7
L101074,Brian Savage,19066.44
L101075,Eric Barnes,92080.13
L101076,Kyle Sanders,159087.94
L101077,Martha Lewis,225210.13
L101078,Derek Warren,89594.31
L101079,Teresa Brown,240972.51
L101080,Keith Smith,26104.96
L101081,Dominique Thompson,36008.56
L101082,James Turner,157248.44
L101083,Kayla Smith,215626.92
L101084,Antonio Wagner,171730.95
L101085,Mr. John Campos DDS,82651.03
L101086,Nathan Cain,175627.46
L101087,James Wright,204685.36
L101088,Charles Harmon,234088.92
L101089,Mrs. Bethany Kline,151330.3
L101090,Sarah Myers,228588.99
L101091,Steven Miller,169660.84
L101092,Meghan Bennett,8117.5
L101093,Robert Kelley,66894.44
L101094,Jennifer Anderson,89761.86
L101095,Kevin Dorsey,24219.34
L101096,Rodney Ochoa,68025.49
L101097,William Alexander,206571.06
L101098,Stacy Richardson,165077.84
L101099,Justin Ball,183419.12
L101100,Natasha Peters PhD,135785.5
L101101,Kelly Mccann,198561.24
L101102,Joyce Perez,203935.65
L101103,John Simpson,60999.55
L101104,Hunter Burke,48114.76
L101105,Zachary Gomez,132093.54
L101106,Ms. Angelica Prince,61051.91
L101107,Diane Burke,173752.45
L101108,Eileen Butler,174372.59
L101109,Troy Black,48068.46
L101110,Jacqueline Smith,213997.28
L101111,Ashlee Avery,68565.29
L101112,David Acevedo,114912.33
L101113,James Brock,159375.93
L101114,Sara Curry,118722.64
L101115,James Mcdaniel,100865.64
L101116,Bruce Ward,164475.49
L101117,Joel Morris,164556.88
L101118,Patricia Lopez,82046.2
L101119,Ryan Humphrey,131317.36
L101120,George Todd,74474.89
L101121,Andrew Lopez,149392.25
L101122,Katie Martin,22325.19
L101123,Stephen Vega,99673.22
L101124,Kevin Wilson,111168.18
L101125,Kristy Evans,241354.88
L101126,Joshua Stanley,249649.04
L101127,Jennifer Ramirez,179755.35
L101128,Marco Escobar,13119.59
L101129,Sarah Moore MD,91072.54
L101130,Amanda Davis,84896.99
L101131,Jose Green,36897.53
L101132,William Jones,195774.02
L101133,David Oneill,15620.49
L101134,Tammy Hayes,53287.01
L101135,Chad Gilbert,16541.3
L101136,Wyatt White,196268.1
L101137,Lisa Boone,32237.57
L101138,Sarah Murphy,180765.86
L101139,Isabella Harris,84089.6
L101140,Matthew Lee,83014.91
L101141,Nicholas Schmidt,189586.57
L101142,Jeremy Larson,142016.06
L101143,Kathleen Barber,10402.86
L101144,Christopher Joyce,211685.83
L101145,Jordan Sharp,57244.85
L101146,Victor Meyers,163535.02
L101147,Lacey Alexander,202290.91
L101148,Tina Stephens,67557.79
L101149,Arthur Henderson,152349.98
L101150,Allen Charles,167352.12
L101151,Tyler Graves,168664.71
L101152,Laura Miller,5454.66
L101153,Tanya Fisher,91096.36
L101154,Michele Henry,199648.45
L101155,Brianna Powell,241285.3
L101156,Kimberly Duncan,89193.95
L101157,Adrienne Friedman,194164.89
L101158,Allen Clarke,244000.27
L101159,Tina Scott,185572.25
L101160,Michele Keller,142209.24
L101161,Mark Edwards,123645.56
L101162,Gwendolyn Hill DDS,192910.03
L101163,Linda Moon,29122.2
L101164,Margaret Erickson,132531.9
L101165,Robert Wiley,221664.88
L101166,Danielle Deleon,179135.04
L101167,Andrew Henderson,70894.94
L101168,Kevin Clark,51172.97
L101169,Brian Middleton,11311.24
L101170,Brian Newman,212638.69
L101171,George Cooley,171138.5
L101172,Nicholas Bowen,12471.19
L101173,Kayla Murphy,32406.36
L101174,Kyle Stevens,26945.17
L101175,Judith Joyce,205679.68
L101176,Tyrone Contreras,206984.28
L101177,Sarah Moore,55950.64
L101178,Sarah Garcia,216076.49
L101179,Karen Hansen,216520.63
L101180,Kathleen Greer,97900.77
L101181,April Stuart,54227.43
L101182,Jesse Compton,131340.76
L101183,Jeremy Jones,42480.57
L101184,Emily Butler,28576.19
L101185,Vincent Kim,42541.32
L101186,Michael Boyer,164618.81
L101187,Ricardo Jackson,127728.04
L101188,Alison Huang,77127.12
L101189,Clinton Gonzales,204757.76
L101190,Taylor Humphrey,6365.08
L101191,Jesse Smith,71700.87
L101192,Ryan Bailey,192079.19
L101193,Samantha Thompson,142712.58
L101194,Justin Wilkins,97305.42
L101195,Robert Copeland,86849.26
L101196,Thomas Estes,48688.12
L101197,Deborah Walker,237945.9
L101198,Destiny Stevenson,19085.09
L101199,Evan Armstrong,120087.36
L101200,Douglas Waters,5341.38
L101201,Lauren Morales,49942.04
L101202,Anthony Lee,79129.38
L101203,Jessica Carpenter,101340.72
L101204,Robert Hoffman,93904.83
L101205,Robert Burton,94567.49
L101206,Martin Watson,232800.75
L101207,James Griffin,86008.99
L101208,Samuel Williams,211346.93
L101209,Susan Peterson,103904.92
L101210,Lindsey Shah,123723.68
L101211,Brian Walsh,161393.7
L101212,Jill Watson,131746.46
L101213,Martin Hall,154281.4
L101214,Ruben Jackson,6410.85
L101215,Ralph Welch,16138.39
L101216,Christopher Brock,123512.91
L101217,Julie Edwards,224446.29
L101218,Stephen White,67863.73
L101219,Tanya Cole,99562.34
L101220,Allison Rice,165102.39
L101221,Mark Phillips,60249.28
L101222,Nicholas Jackson,118943.37
L101223,Tracy Summers,9994.41
L101224,James Weiss,85699.03
L101225,Amber Garcia,78268.29
L101226,Jacob Carter,215265.4
L101227,April Wells,50147.36
L101228,Leonard Washington,153849.63
L101229,Mark Herrera,243924.55
L101230,Paul Patel,27120.0
L101231,Glenn Williams,247257.25
L101232,Mathew Gonzales,164576.94
L101233,Ashley Burch,172357.29
L101234,Luis Smith,48313.54
L101235,Jeffrey Noble,44362.71
L101236,Tanya Richard,219722.0
L101237,Kimberly Mendez,71301.65
L101238,Mike Chavez,89289.75
L101239,Joseph Bell,73127.77
L101240,Aaron Tyler,233980.57
L101241,Morgan Chan,124401.78
L101242,Deborah Reynolds,193781.9
L101243,Anthony Gilmore,45288.98
L101244,Michele Patel,68630.07
L101245,Katherine Reid,194209.26
L101246,Sharon Berry,174868.57
L101247,Mark Moore,235569.33
L101248,Lauren Johnson,241158.47
L101249,Dakota Young,24953.69
L101250,Cody Gonzalez,200140.38
L101251,Kimberly Owens,205589.69
L101252,Roger Conley,207823.72
L101253,Bradley Dunn,17800.46
L101254,Melissa Mejia,238993.47
L101255,John Becker,210725.9
L101256,Daniel Hodges,27992.2
L101257,Ronald Williams,14970.66
L101258,Aaron Tyler,69866.13
L101259,Jennifer Freeman,199554.26
L101260,Nicole Mitchell,192880.11
L101261,April Price,236242.99
L101262,Jennifer Allen,214831.85
L101263,Dawn Maxwell,190497.9
L101264,Isabella Shaw,140137.82
L101265,Margaret Williams,103889.12
L101266,Jessica Pennington,55522.9
L101267,Scott Peterson,102108.24
L101268,Patrick Patterson,164415.95
L101269,Scott Wright,87459.95
L101270,Andrew Brown,14078.91
L101271,Barbara Moore,246540.22
L101272,Cindy Gonzalez,153178.71
L101273,Shannon Gardner,179348.5
L101274,Jenna Bartlett,215965.62
L101275,Jody Larsen,205281.96
L101276,Robert Martinez,22757.71
L101277,Jordan Tyler,19990.39
L101278,Michael Porter,157340.94
L101279,Samantha Sullivan,108425.49
L101280,Dylan Wright,52416.67
L101281,Scott Hansen,47597.66
L101282,Katherine Navarro,221130.73
L101283,Tracy Clark,43545.57
L101284,David Mayo,75386.8
L101285,James Dean,31599.37
L101286,Anna Williams,230949.89
L101287,Brandon Cruz,189785.39
L101288,Dana Sanders,24677.95
L101289,Ryan Castillo,111092.58
L101290,Gary Park,75858.2
L101291,Timothy Fleming,220245.92
L101292,Rebecca Olsen,190770.59
L101293,Kristopher Carter,110413.68
L101294,Justin Clark,222366.39
L101295,Melinda Le,134748.69
L101296,Gary Davis,193943.72
L101297,Karina Carter,82099.17
L101298,Tiffany Glass,220535.14
L101299,Adrian Porter,62814.74
L101300,Mariah Hawkins,244696.81
L101301,Andrew Colon,48848.28
L101302,Brittney Miller,50751.29
L101303,Laura Fry,5779.22
L101304,Laurie Patel,87090.54
L101305,Lori Sanchez,50988.7
L101306,Stephen Huang,180844.58
L101307,Michael Sanchez,79299.77
L101308,Julia Alexander,221388.2
L101309,Nicholas Collins,195116.78
L101310,Marissa Wheeler,58460.01
L101311,Andrea Williams,129076.01
L101312,Andrea Watson,167411.86
L101313,Anna Obrien,7320.5
L101314,Krystal Roberts,246446.03
L101315,Karen Jefferson,52900.4
L101316,Rachel Walker,239333.9
L101317,Fernando Johnson,78050.77
L101318,Kathy Anderson,111320.59
L101319,Justin Bridges,5803.99
L101320,Joseph Sandoval,20541.08
L101321,Melanie Thompson,37511.95
L101322,Joseph Martin,45953.34
L101323,Parker Smith,135944.58
L101324,Samantha Miller,154729.12
L101325,Ashley Baldwin,47125.67
L101326,Ashley Ortiz,22206.87
L101327,Darren Parker,55350.94
L101328,Robert Myers,235587.3
L101329,Craig Perkins,148994.49
L101330,Frederick Brown,205763.14
L101331,Jennifer White,145343.2
L101332,Sara Clark,94723.18
L101333,Ashley Reyes,246077.62
L101334,David Smith,215333.68
L101335,Cindy Martin,216805.37
L101336,Michael Morris,56080.08
L101337,Laura Lang,21775.07
L101338,Jason Cortez,78238.26
L101339,Michael Lowe,142869.05
L101340,Daniel Berger,32982.66
L101341,Felicia Zamora,140282.4
L101342,Shelly Blanchard,208671.83
L101343,Lucas Munoz,101668.43
L101344,Alison Kim,196974.78
L101345,Trevor Rowe,127372.26
L101346,Jared Cooper,242960.38
L101347,Jane Vasquez,66747.13
L101348,Kimberly Nelson,152575.8
L101349,Debra Carroll,41208.58
L101350,Tina Delgado,222239.09
L101351,Rachael Crawford,25638.66
L101352,Eric Bird MD,201498.58
L101353,Donald Robinson,17954.07
L101354,David Lopez,33792.98
L101355,Angela Jones,76615.2
L101356,Tina Holloway,171333.72
L101357,Jerry Castillo,230679.07
L101358,Steven Dominguez,241789.91
L101359,Holly Ortiz,172436.08
L101360,Richard Jones,130504.81
L101361,Caroline Thompson,27235.66
L101362,Nancy Blair,18024.23
L101363,Emily Hardy,243198.82
L101364,Phillip Brooks DDS,182248.49
L101365,Erica Contreras,56806.56
L101366,Elizabeth Chase,172543.1
L101367,James Russell,219828.02
L101368,Elizabeth Ball,52945.37
L101369,Joseph Grant,79614.65
L101370,Jerome Cochran,165804.52
L101371,Rodney Turner,36099.26
L101372,Jonathan Hudson,224903.5
L101373,Pamela Donaldson,103052.33
L101374,Stacy Hughes,187609.38
L101375,Michael Brandt,125991.31
L101376,David Terry,102668.83
L101377,Jesus Padilla DDS,225850.41
L101378,Mary Moreno,90924.74
L101379,Donna Mcgee,30010.46
L101380,Wanda Richards,156492.97
L101381,Erika Alvarez,42929.56
L101382,Kyle Murillo,58146.25
L101383,Steven Brown,21068.03
L101384,Shannon Espinoza,199680.66
L101385,Michael Farrell,226097.02
L101386,Natalie Sexton,63025.15
L101387,Travis Taylor,93916.88
L101388,Ricardo Mitchell,31037.89
L101389,Bryan Williams,63242.38
L101390,Kelly Richardson,13000.99
L101391,Amanda King,225312.97
L101392,Steve Williams II,239474.35
L101393,Emma Robinson,206559.06
L101394,Barbara Gonzales,18159.14
L101395,Shirley Smith,39403.74
L101396,Jeff Jones,86274.42
L101397,Crystal Rodriguez,187398.93
L101398,Taylor Johnson,224856.42
L101399,Kyle Turner,208373.12
L101400,Christopher Jones,242618.63
L101401,Tiffany Strong,201194.07
L101402,Donald Meyer,81672.19
L101403,Erica Black,17510.65
L101404,Elizabeth Lewis,104471.37
L101405,Michael Graves,145415.04
L101406,Joseph Wilson,86819.67
L101407,Melissa Medina,6369.28
L101408,Daniel Jones,89260.93
L101409,Robert Williams,73815.02
L101410,Amy Smith,227981.19
L101411,Christina Evans,83887.55
L101412,Brandon Stewart,220041.81
L101413,Lisa Bowers,176783.72
L101414,Katherine Jones,182398.86
L101415,Carl Scott,89993.11
L101416,Darius Garcia,204799.82
L101417,Ryan Bishop,224224.5
L101418,Erica Chen,74198.01
